FromStationCode,ToStationCode,DistanceMiles,DistanceMinutes
E06,C15,13.27,36.0
E06,D01,4.85,21.0
E06,D02,5.22,23.0
E06,D03,5.26,16.0
E06,D04,5.4,23.0
E06,D05,5.66,25.0
E06,D06,5.94,27.0
E06,D07,6.41,29.0
E06,D08,6.63,30.0
E06,D09,7.7,34.0
E06,D10,8.14,36.0
E06,D11,8.98,38.0
E06,D12,10.35,41.0
E06,D13,11.54,44.0
E06,E01,3.81,11.0
E06,E02,3.34,10.0
E06,E03,3.06,8.0
E06,E04,2.39,6.0
E06,E05,1.53,3.0
E06,E07,1.9,3.0
E06,E08,2.96,6.0
E06,E09,4.81,9.0
E06,E10,7.04,12.0
E06,F01,4.36,13.0
E06,F02,4.71,14.0
E06,F03,5.26,16.0
E06,F04,5.93,18.0
E06,F05,6.22,20.0
E06,F06,7.27,22.0
E06,F07,8.54,25.0
E06,F08,9.28,27.0
E06,F09,9.7,30.0
E06,F10,10.88,32.0
E06,F11,12.56,35.0
E06,G01,8.28,33.0
E06,G02,9.56,36.0
E06,G03,10.48,39.0
E06,G04,11.71,42.0
E06,G05,12.86,45.0
E06,J02,15.05,43.0
E06,J03,18.34,49.0
E06,K01,7.59,30.0
E06,K02,8.09,32.0
E06,K03,8.55,33.0
E06,K04,9.07,35.0
E06,K05,11.22,39.0
E06,K06,12.85,42.0
E06,K07,15.21,46.0
E06,K08,17.68,49.0
E06,N01,14.5,47.0
E06,N02,15.14,49.0
E06,N03,15.84,51.0
E06,N04,16.35,53.0
E06,N06,21.88,61.0
E06,N07,22.98,63.0
E06,N08,24.33,66.0
E06,N09,26.0,69.0
E06,N10,27.93,73.0
E06,N11,29.77,79.0
E06,N12,31.63,83.0
E07,A01,6.1,23.0
E07,A02,6.58,25.0
E07,A03,6.76,27.0
E07,A04,7.29,29.0
E07,A05,7.67,32.0
E07,A06,8.04,34.0
E07,A07,9.02,36.0
E07,A08,9.55,38.0
E07,A09,10.78,41.0
E07,A10,11.55,43.0
E07,A11,13.38,46.0
E07,A12,14.66,49.0
E07,A13,15.71,52.0
E07,A14,17.71,55.0
E07,A15,20.27,59.0
E07,B01,5.85,16.0
E07,B02,5.69,19.0
E07,B03,5.21,17.0
E07,B04,3.47,13.0
E07,B05,2.68,11.0
E07,B06,1.9,3.0
E07,B07,3.43,11.0
E07,B08,4.77,14.0
E07,B09,6.34,17.0
E07,B10,7.86,20.0
E07,B11,9.49,24.0
E07,B35,4.54,15.0
E07,C01,6.1,23.0
E07,C02,6.34,29.0
E07,C03,6.66,30.0
E07,C04,7.13,32.0
E07,C05,8.33,35.0
E07,C06,8.9,37.0
E07,C07,8.8,29.0
E07,C08,9.39,30.0
E07,C09,9.73,32.0
E07,C10,10.04,34.0
E07,C11,11.51,37.0
E07,C12,12.9,39.0
E07,C13,13.54,41.0
E07,C14,14.21,43.0
E07,C15,14.72,44.0
E07,D01,6.37,28.0
E07,D02,6.72,26.0
E07,D03,6.69,19.0
E07,D04,6.78,26.0
E07,D05,6.95,28.0
E07,D06,7.14,30.0
E07,D07,7.5,32.0
E07,D08,7.63,33.0
E07,D09,8.35,37.0
E07,D10,8.63,39.0
E07,D11,9.29,41.0
E07,D12,10.5,44.0
E07,D13,11.62,47.0
E07,E01,5.35,14.0
E07,E02,4.93,13.0
E07,E03,4.72,11.0
E07,E04,4.17,9.0
E07,E05,3.36,6.0
E07,E06,1.9,3.0
E07,E08,1.13,3.0
E07,E09,2.98,6.0
E07,E10,5.33,9.0
E07,F01,5.85,16.0
E07,F02,6.18,17.0
E07,F03,6.69,19.0
E07,F04,7.3,21.0
E07,F05,7.49,23.0
E07,F06,8.44,25.0
E07,F07,9.66,28.0
E07,F08,10.31,30.0
E07,F09,10.6,33.0
E07,F10,11.66,35.0
E07,F11,13.28,38.0
E07,G01,8.91,36.0
E07,G02,10.03,39.0
E07,G03,10.89,42.0
E07,G04,12.0,45.0
E07,G05,13.08,48.0
E07,J02,16.66,51.0
E07,J03,19.97,57.0
E07,K01,9.35,38.0
E07,K02,9.86,40.0
E07,K03,10.33,41.0
E07,K04,10.86,43.0
E07,K05,13.07,47.0
E07,K06,14.73,50.0
E07,K07,17.09,54.0
E07,K08,19.56,57.0
E07,N01,16.4,55.0
E07,N02,17.04,57.0
E07,N03,17.74,59.0
E07,N04,18.25,61.0
E07,N06,23.77,69.0
E07,N07,24.87,71.0
E07,N08,26.22,74.0
E07,N09,27.89,77.0
E07,N10,29.82,81.0
E07,N11,31.65,87.0
E07,N12,33.5,91.0
E08,A01,7.22,26.0
E08,A02,7.71,28.0
E08,A03,7.89,30.0
E08,A04,8.39,32.0
E08,A05,8.74,35.0
E08,A06,9.09,37.0
E08,A07,10.05,39.0
E08,A08,10.54,41.0
E08,A09,11.68,44.0
E08,A10,12.4,46.0
E08,A11,14.13,49.0
E08,A12,15.37,52.0
E08,A13,16.39,55.0
E08,A14,18.38,58.0
E08,A15,20.9,62.0
E08,B01,6.97,19.0
E08,B02,6.81,22.0
E08,B03,6.31,20.0
E08,B04,4.59,16.0
E08,B05,3.8,14.0
E08,B06,2.96,6.0
E08,B07,4.27,14.0
E08,B08,5.52,17.0
E08,B09,7.01,20.0
E08,B10,8.47,23.0
E08,B11,10.04,27.0
E08,B35,5.65,18.0
E08,C01,7.22,26.0
E08,C02,7.47,32.0
E08,C03,7.79,33.0
E08,C04,8.26,35.0
E08,C05,9.45,38.0
E08,C06,10.02,40.0
E08,C07,9.92,32.0
E08,C08,10.51,33.0
E08,C09,10.85,35.0
E08,C10,11.15,37.0
E08,C11,12.61,40.0
E08,C12,13.99,42.0
E08,C13,14.64,44.0
E08,C14,15.31,46.0
E08,C15,15.83,47.0
E08,D01,7.49,31.0
E08,D02,7.84,29.0
E08,D03,7.81,22.0
E08,D04,7.89,29.0
E08,D05,8.04,31.0
E08,D06,8.22,33.0
E08,D07,8.55,35.0
E08,D08,8.66,36.0
E08,D09,9.25,40.0
E08,D10,9.44,42.0
E08,D11,9.97,44.0
E08,D12,10.96,47.0
E08,D13,11.97,50.0
E08,E01,6.47,17.0
E08,E02,6.06,16.0
E08,E03,5.85,14.0
E08,E04,5.29,12.0
E08,E05,4.46,9.0
E08,E06,2.96,6.0
E08,E07,1.13,3.0
E08,E09,1.86,3.0
E08,E10,4.21,6.0
E08,F01,6.97,19.0
E08,F02,7.29,20.0
E08,F03,7.81,22.0
E08,F04,8.4,24.0
E08,F05,8.58,26.0
E08,F06,9.5,28.0
E08,F07,10.69,31.0
E08,F08,11.32,33.0
E08,F09,11.56,36.0
E08,F10,12.56,38.0
E08,F11,14.14,41.0
E08,G01,9.78,39.0
E08,G02,10.79,42.0
E08,G03,11.59,45.0
E08,G04,12.6,48.0
E08,G05,13.61,51.0
E08,J02,17.78,54.0
E08,J03,21.09,60.0
E08,K01,10.47,41.0
E08,K02,10.98,43.0
E08,K03,11.45,44.0
E08,K04,11.98,46.0
E08,K05,14.17,50.0
E08,K06,15.81,53.0
E08,K07,18.17,57.0
E08,K08,20.64,60.0
E08,N01,17.44,58.0
E08,N02,18.08,60.0
E08,N03,18.78,62.0
E08,N04,19.28,64.0
E08,N06,24.77,72.0
E08,N07,25.86,74.0
E08,N08,27.21,77.0
E08,N09,28.87,80.0
E08,N10,30.8,84.0
E08,N11,32.6,90.0
E08,N12,34.44,94.0
E09,A01,9.04,29.0
E09,A02,9.55,31.0
E09,A03,9.74,33.0
E09,A04,10.25,35.0
E09,A05,10.6,38.0
E09,A06,10.93,40.0
E09,A07,11.86,42.0
E09,A08,12.32,44.0
E09,A09,13.37,47.0
E09,A10,14.02,49.0
E09,A11,15.61,52.0
E09,A12,16.78,55.0
E09,A13,17.76,58.0
E09,A14,19.72,61.0
E09,A15,22.16,65.0
E09,B01,8.78,22.0
E09,B02,8.61,25.0
E09,B03,8.09,23.0
E09,B04,6.4,19.0
E09,B05,5.64,17.0
E09,B06,4.81,9.0
E09,B07,5.97,17.0
E09,B08,7.08,20.0
E09,B09,8.43,23.0
E09,B10,9.76,26.0
E09,B11,11.22,30.0
E09,B35,7.44,21.0
E09,C01,9.04,29.0
E09,C02,9.3,35.0
E09,C03,9.63,36.0
E09,C04,10.11,38.0
E09,C05,11.31,41.0
E09,C06,11.87,43.0
E09,C07,11.73,35.0
E09,C08,12.32,36.0
E09,C09,12.64,38.0
E09,C10,12.93,40.0
E09,C11,14.36,43.0
E09,C12,15.73,45.0
E09,C13,16.38,47.0
E09,C14,17.06,49.0
E09,C15,17.58,50.0
E09,D01,9.3,34.0
E09,D02,9.64,32.0
E09,D03,9.59,25.0
E09,D04,9.66,32.0
E09,D05,9.79,34.0
E09,D06,9.93,36.0
E09,D07,10.22,38.0
E09,D08,10.3,39.0
E09,D09,10.71,43.0
E09,D10,10.8,45.0
E09,D11,11.11,47.0
E09,D12,11.71,50.0
E09,D13,12.44,53.0
E09,E01,8.3,20.0
E09,E02,7.9,19.0
E09,E03,7.7,17.0
E09,E04,7.15,15.0
E09,E05,6.32,12.0
E09,E06,4.81,9.0
E09,E07,2.98,6.0
E09,E08,1.86,3.0
E09,E10,2.45,3.0
E09,F01,8.78,22.0
E09,F02,9.1,23.0
E09,F03,9.59,25.0
E09,F04,10.16,27.0
E09,F05,10.3,29.0
E09,F06,11.17,31.0
E09,F07,12.31,34.0
E09,F08,12.88,36.0
E09,F09,13.06,39.0
E09,F10,13.94,41.0
E09,F11,15.44,44.0
E09,G01,11.18,42.0
E09,G02,11.99,45.0
E09,G03,12.68,48.0
E09,G04,13.49,51.0
E09,G05,14.34,54.0
E09,J02,19.6,57.0
E09,J03,22.91,63.0
E09,K01,12.33,44.0
E09,K02,12.84,46.0
E09,K03,13.3,47.0
E09,K04,13.84,49.0
E09,K05,16.03,53.0
E09,K06,17.65,56.0
E09,K07,20.02,60.0
E09,K08,22.48,63.0
E09,N01,19.26,61.0
E09,N02,19.9,63.0
E09,N03,20.6,65.0
E09,N04,21.09,67.0
E09,N06,26.54,75.0
E09,N07,27.62,77.0
E09,N08,28.97,80.0
E09,N09,30.62,83.0
E09,N10,32.56,87.0
E09,N11,34.31,93.0
E09,N12,36.14,97.0
E10,A01,11.43,32.0
E10,A02,11.9,34.0
E10,A03,12.06,36.0
E10,A04,12.49,38.0
E10,A05,12.77,41.0
E10,A06,13.05,43.0
E10,A07,13.91,45.0
E10,A08,14.29,47.0
E10,A09,15.14,50.0
E10,A10,15.68,52.0
E10,A11,17.02,55.0
E10,A12,18.06,58.0
E10,A13,18.96,61.0
E10,A14,20.84,64.0
E10,A15,23.16,68.0
E10,B01,11.18,25.0
E10,B02,11.01,28.0
E10,B03,10.51,26.0
E10,B04,8.79,22.0
E10,B05,8.01,20.0
E10,B06,7.04,12.0
E10,B07,7.9,20.0
E10,B08,8.77,23.0
E10,B09,9.88,26.0
E10,B10,10.98,29.0
E10,B11,12.22,33.0
E10,B35,9.85,24.0
E10,C01,11.43,32.0
E10,C02,11.66,38.0
E10,C03,11.98,39.0
E10,C04,12.44,41.0
E10,C05,13.62,44.0
E10,C06,14.22,46.0
E10,C07,14.12,38.0
E10,C08,14.72,39.0
E10,C09,15.05,41.0
E10,C10,15.35,43.0
E10,C11,16.79,46.0
E10,C12,18.17,48.0
E10,C13,18.82,50.0
E10,C14,19.5,52.0
E10,C15,20.01,53.0
E10,D01,11.7,37.0
E10,D02,12.04,35.0
E10,D03,12.01,28.0
E10,D04,12.08,35.0
E10,D05,12.22,37.0
E10,D06,12.37,39.0
E10,D07,12.67,41.0
E10,D08,12.75,42.0
E10,D09,13.14,46.0
E10,D10,13.21,48.0
E10,D11,13.45,50.0
E10,D12,13.83,53.0
E10,D13,14.25,56.0
E10,E01,10.67,23.0
E10,E02,10.25,22.0
E10,E03,10.03,20.0
E10,E04,9.43,18.0
E10,E05,8.57,15.0
E10,E06,7.04,12.0
E10,E07,5.33,9.0
E10,E08,4.21,6.0
E10,E09,2.45,3.0
E10,F01,11.18,25.0
E10,F02,11.5,26.0
E10,F03,12.01,28.0
E10,F04,12.59,30.0
E10,F05,12.75,32.0
E10,F06,13.62,34.0
E10,F07,14.76,37.0
E10,F08,15.33,39.0
E10,F09,15.49,42.0
E10,F10,16.33,44.0
E10,F11,17.78,47.0
E10,G01,13.59,45.0
E10,G02,14.32,48.0
E10,G03,14.93,51.0
E10,G04,15.59,54.0
E10,G05,16.28,57.0
E10,J02,21.99,60.0
E10,J03,25.3,66.0
E10,K01,14.63,47.0
E10,K02,15.13,49.0
E10,K03,15.59,50.0
E10,K04,16.11,52.0
E10,K05,18.23,56.0
E10,K06,19.76,59.0
E10,K07,22.14,63.0
E10,K08,24.58,66.0
E10,N01,21.26,64.0
E10,N02,21.91,66.0
E10,N03,22.59,68.0
E10,N04,23.05,70.0
E10,N06,28.38,78.0
E10,N07,29.44,80.0
E10,N08,30.78,83.0
E10,N09,32.41,86.0
E10,N10,34.35,90.0
E10,N11,36.01,96.0
E10,N12,37.8,100.0
F01,A01,0.29,2.0
F01,A02,1.02,4.0
F01,A03,1.48,6.0
F01,A04,2.63,8.0
F01,A05,3.32,11.0
F01,A06,3.95,13.0
F01,A07,4.93,15.0
F01,A08,5.69,17.0
F01,A09,7.36,20.0
F01,A10,8.36,22.0
F01,A11,10.54,25.0
F01,A12,11.92,28.0
F01,A13,13.01,31.0
F01,A14,14.98,34.0
F01,A15,17.64,38.0
F01,B01,,
F01,B02,0.36,2.0
F01,B03,0.92,4.0
F01,B04,2.45,8.0
F01,B05,3.24,10.0
F01,B06,4.36,13.0
F01,B07,6.08,16.0
F01,B08,7.41,19.0
F01,B09,9.01,22.0
F01,B10,10.61,25.0
F01,B11,12.34,29.0
F01,B35,1.44,6.0
F01,C01,0.29,2.0
F01,C02,0.67,8.0
F01,C03,1.05,9.0
F01,C04,1.56,11.0
F01,C05,2.78,14.0
F01,C06,3.14,16.0
F01,C07,2.95,8.0
F01,C08,3.54,9.0
F01,C09,3.88,11.0
F01,C10,4.22,13.0
F01,C11,5.72,16.0
F01,C12,7.12,18.0
F01,C13,7.75,20.0
F01,C14,8.4,22.0
F01,C15,8.91,23.0
F01,D01,0.5,8.0
F01,D02,0.86,10.0
F01,D03,0.91,3.0
F01,D04,1.11,10.0
F01,D05,1.56,12.0
F01,D06,2.01,14.0
F01,D07,2.62,16.0
F01,D08,3.1,17.0
F01,D09,4.91,21.0
F01,D10,5.69,23.0
F01,D11,6.81,25.0
F01,D12,8.55,28.0
F01,D13,9.94,31.0
F01,E01,0.57,2.0
F01,E02,1.04,3.0
F01,E03,1.42,5.0
F01,E04,2.25,7.0
F01,E05,3.0,10.0
F01,E06,4.36,13.0
F01,E07,5.85,16.0
F01,E08,6.97,19.0
F01,E09,8.78,22.0
F01,E10,11.18,25.0
F01,F02,0.36,1.0
F01,F03,0.91,3.0
F01,F04,1.62,5.0
F01,F05,2.04,7.0
F01,F06,3.16,9.0
F01,F07,4.44,12.0
F01,F08,5.28,14.0
F01,F09,5.96,17.0
F01,F10,7.31,19.0
F01,F11,9.01,22.0
F01,G01,5.36,20.0
F01,G02,6.82,23.0
F01,G03,7.8,26.0
F01,G04,9.26,29.0
F01,G05,10.57,32.0
F01,J02,10.81,30.0
F01,J03,14.12,36.0
F01,K01,3.79,17.0
F01,K02,4.29,19.0
F01,K03,4.75,20.0
F01,K04,5.3,22.0
F01,K05,7.69,26.0
F01,K06,9.57,29.0
F01,K07,11.82,33.0
F01,K08,14.3,36.0
F01,N01,11.52,34.0
F01,N02,12.12,36.0
F01,N03,12.83,38.0
F01,N04,13.42,40.0
F01,N06,19.07,48.0
F01,N07,20.19,50.0
F01,N08,21.53,53.0
F01,N09,23.24,56.0
F01,N10,25.12,60.0
F01,N11,27.15,66.0
F01,N12,29.06,70.0
F02,A01,0.56,8.0
F02,A02,1.3,10.0
F02,A03,1.79,12.0
F02,A04,2.96,14.0
F02,A05,3.66,17.0
F02,A06,4.28,19.0
F02,A07,5.26,21.0
F02,A08,6.02,23.0
F02,A09,7.7,26.0
F02,A10,8.71,28.0
F02,A11,10.89,31.0
F02,A12,12.27,34.0
F02,A13,13.36,37.0
F02,A14,15.33,40.0
F02,A15,17.99,44.0
F02,B01,0.36,1.0
F02,B02,0.54,8.0
F02,B03,1.1,10.0
F02,B04,2.75,14.0
F02,B05,3.56,16.0
F02,B06,4.71,14.0
F02,B07,6.44,22.0
F02,B08,7.76,25.0
F02,B09,9.37,28.0
F02,B10,10.97,31.0
F02,B11,12.69,35.0
F02,B35,1.71,12.0
F02,C01,0.56,8.0
F02,C02,0.97,13.0
F02,C03,1.31,14.0
F02,C04,1.8,16.0
F02,C05,2.99,17.0
F02,C06,3.25,15.0
F02,C07,2.64,7.0
F02,C08,3.23,8.0
F02,C09,3.55,10.0
F02,C10,3.88,12.0
F02,C11,5.37,15.0
F02,C12,6.77,17.0
F02,C13,7.4,19.0
F02,C14,8.06,21.0
F02,C15,8.57,22.0
F02,D01,0.64,11.0
F02,D02,0.77,9.0
F02,D03,0.56,2.0
F02,D04,0.77,9.0
F02,D05,1.27,11.0
F02,D06,1.75,13.0
F02,D07,2.36,15.0
F02,D08,2.88,16.0
F02,D09,4.74,20.0
F02,D10,5.54,22.0
F02,D11,6.68,24.0
F02,D12,8.43,27.0
F02,D13,9.83,30.0
F02,E01,0.92,3.0
F02,E02,1.4,4.0
F02,E03,1.77,6.0
F02,E04,2.6,8.0
F02,E05,3.36,11.0
F02,E06,4.71,14.0
F02,E07,6.18,17.0
F02,E08,7.29,20.0
F02,E09,9.1,23.0
F02,E10,11.5,26.0
F02,F01,0.36,1.0
F02,F03,0.56,2.0
F02,F04,1.27,4.0
F02,F05,1.71,6.0
F02,F06,2.83,8.0
F02,F07,4.1,11.0
F02,F08,4.95,13.0
F02,F09,5.66,16.0
F02,F10,7.03,18.0
F02,F11,8.72,21.0
F02,G01,5.17,19.0
F02,G02,6.63,22.0
F02,G03,7.61,25.0
F02,G04,9.08,28.0
F02,G05,10.4,31.0
F02,J02,10.5,29.0
F02,J03,13.81,35.0
F02,K01,3.97,22.0
F02,K02,4.46,24.0
F02,K03,4.91,25.0
F02,K04,5.47,27.0
F02,K05,7.88,31.0
F02,K06,9.78,34.0
F02,K07,12.01,38.0
F02,K08,14.48,41.0
F02,N01,11.76,39.0
F02,N02,12.35,41.0
F02,N03,13.06,43.0
F02,N04,13.66,45.0
F02,N06,19.31,53.0
F02,N07,20.43,55.0
F02,N08,21.76,58.0
F02,N09,23.48,61.0
F02,N10,25.35,65.0
F02,N11,27.4,71.0
F02,N12,29.31,75.0
F03,A01,1.07,5.0
F03,A02,1.77,12.0
F03,A03,2.28,14.0
F03,A04,3.46,16.0
F03,A05,4.17,19.0
F03,A06,4.8,21.0
F03,A07,5.75,23.0
F03,A08,6.52,25.0
F03,A09,8.21,28.0
F03,A10,9.23,30.0
F03,A11,11.41,33.0
F03,A12,12.8,36.0
F03,A13,13.89,39.0
F03,A14,15.85,42.0
F03,A15,18.51,46.0
F03,B01,0.91,3.0
F03,B02,1.05,10.0
F03,B03,1.55,12.0
F03,B04,3.26,16.0
F03,B05,4.09,18.0
F03,B06,5.26,16.0
F03,B07,7.0,24.0
F03,B08,8.32,27.0
F03,B09,9.92,30.0
F03,B10,11.52,33.0
F03,B11,13.25,37.0
F03,B35,2.2,14.0
F03,C01,1.07,5.0
F03,C02,1.46,6.0
F03,C03,1.76,7.0
F03,C04,2.2,9.0
F03,C05,3.3,12.0
F03,C06,2.93,13.0
F03,C07,2.19,5.0
F03,C08,2.76,6.0
F03,C09,3.05,8.0
F03,C10,3.35,10.0
F03,C11,4.83,13.0
F03,C12,6.23,15.0
F03,C13,6.86,17.0
F03,C14,7.52,19.0
F03,C15,8.04,20.0
F03,D01,0.79,4.0
F03,D02,0.46,2.0
F03,D03,,
F03,D04,0.33,2.0
F03,D05,0.91,4.0
F03,D06,1.41,6.0
F03,D07,2.01,8.0
F03,D08,2.59,9.0
F03,D09,4.52,13.0
F03,D10,5.35,15.0
F03,D11,6.5,17.0
F03,D12,8.27,20.0
F03,D13,9.69,23.0
F03,E01,1.48,5.0
F03,E02,1.96,6.0
F03,E03,2.33,8.0
F03,E04,3.16,10.0
F03,E05,3.92,13.0
F03,E06,5.26,16.0
F03,E07,6.69,19.0
F03,E08,7.81,22.0
F03,E09,9.59,25.0
F03,E10,12.01,28.0
F03,F01,0.91,3.0
F03,F02,0.56,2.0
F03,F04,0.72,2.0
F03,F05,1.24,4.0
F03,F06,2.34,6.0
F03,F07,3.58,9.0
F03,F08,4.45,11.0
F03,F09,5.22,14.0
F03,F10,6.6,16.0
F03,F11,8.27,19.0
F03,G01,4.91,12.0
F03,G02,6.36,15.0
F03,G03,7.33,18.0
F03,G04,8.82,21.0
F03,G05,10.14,24.0
F03,J02,10.02,27.0
F03,J03,13.33,33.0
F03,K01,4.24,15.0
F03,K02,4.71,17.0
F03,K03,5.15,18.0
F03,K04,5.71,20.0
F03,K05,8.13,24.0
F03,K06,10.07,27.0
F03,K07,12.26,31.0
F03,K08,14.73,34.0
F03,N01,12.09,32.0
F03,N02,12.67,34.0
F03,N03,13.38,36.0
F03,N04,13.99,38.0
F03,N06,19.64,46.0
F03,N07,20.76,48.0
F03,N08,22.09,51.0
F03,N09,23.8,54.0
F03,N10,25.67,58.0
F03,N11,27.75,64.0
F03,N12,29.66,68.0
F04,A01,1.78,12.0
F04,A02,2.47,14.0
F04,A03,2.98,16.0
F04,A04,4.17,18.0
F04,A05,4.88,21.0
F04,A06,5.51,23.0
F04,A07,6.46,25.0
F04,A08,7.23,27.0
F04,A09,8.92,30.0
F04,A10,9.94,32.0
F04,A11,12.12,35.0
F04,A12,13.51,38.0
F04,A13,14.6,41.0
F04,A14,16.56,44.0
F04,A15,19.22,48.0
F04,B01,1.62,5.0
F04,B02,1.72,12.0
F04,B03,2.14,14.0
F04,B04,3.88,18.0
F04,B05,4.72,20.0
F04,B06,5.93,18.0
F04,B07,7.69,26.0
F04,B08,9.02,29.0
F04,B09,10.63,32.0
F04,B10,12.23,35.0
F04,B11,13.96,39.0
F04,B35,2.81,16.0
F04,C01,1.78,12.0
F04,C02,2.17,13.0
F04,C03,2.46,14.0
F04,C04,2.87,16.0
F04,C05,3.91,19.0
F04,C06,3.48,20.0
F04,C07,2.57,12.0
F04,C08,3.1,13.0
F04,C09,3.32,15.0
F04,C10,3.57,17.0
F04,C11,5.0,20.0
F04,C12,6.39,22.0
F04,C13,7.03,24.0
F04,C14,7.7,26.0
F04,C15,8.22,27.0
F04,D01,1.5,11.0
F04,D02,1.15,9.0
F04,D03,0.72,2.0
F04,D04,0.86,9.0
F04,D05,1.3,11.0
F04,D06,1.75,13.0
F04,D07,2.3,15.0
F04,D08,2.92,16.0
F04,D09,4.89,20.0
F04,D10,5.74,22.0
F04,D11,6.9,24.0
F04,D12,8.69,27.0
F04,D13,10.12,30.0
F04,E01,2.18,7.0
F04,E02,2.66,8.0
F04,E03,3.04,10.0
F04,E04,3.87,12.0
F04,E05,4.62,15.0
F04,E06,5.93,18.0
F04,E07,7.3,21.0
F04,E08,8.4,24.0
F04,E09,10.16,27.0
F04,E10,12.59,30.0
F04,F01,1.62,5.0
F04,F02,1.27,4.0
F04,F03,0.72,2.0
F04,F05,0.63,2.0
F04,F06,1.65,4.0
F04,F07,2.87,7.0
F04,F08,3.75,9.0
F04,F09,4.57,12.0
F04,F10,5.96,14.0
F04,F11,7.62,17.0
F04,G01,5.23,19.0
F04,G02,6.67,22.0
F04,G03,7.62,25.0
F04,G04,9.13,28.0
F04,G05,10.46,31.0
F04,J02,10.29,34.0
F04,J03,13.6,40.0
F04,K01,4.81,22.0
F04,K02,5.26,24.0
F04,K03,5.68,25.0
F04,K04,6.23,27.0
F04,K05,8.66,31.0
F04,K06,10.63,34.0
F04,K07,12.78,38.0
F04,K08,15.24,41.0
F04,N01,12.68,39.0
F04,N02,13.26,41.0
F04,N03,13.96,43.0
F04,N04,14.58,45.0
F04,N06,20.23,53.0
F04,N07,21.35,55.0
F04,N08,22.68,58.0
F04,N09,24.39,61.0
F04,N10,26.25,65.0
F04,N11,28.35,71.0
F04,N12,30.26,75.0
F05,A01,2.26,14.0
F05,A02,2.99,16.0
F05,A03,3.49,18.0
F05,A04,4.66,20.0
F05,A05,5.36,23.0
F05,A06,5.98,25.0
F05,A07,6.96,27.0
F05,A08,7.72,29.0
F05,A09,9.39,32.0
F05,A10,10.4,34.0
F05,A11,12.57,37.0
F05,A12,13.95,40.0
F05,A13,15.05,43.0
F05,A14,17.02,46.0
F05,A15,19.68,50.0
F05,B01,2.04,7.0
F05,B02,2.1,14.0
F05,B03,2.41,16.0
F05,B04,4.11,20.0
F05,B05,4.96,22.0
F05,B06,6.22,20.0
F05,B07,8.02,28.0
F05,B08,9.38,31.0
F05,B09,11.0,34.0
F05,B10,12.61,37.0
F05,B11,14.33,41.0
F05,B35,3.06,18.0
F05,C01,2.26,14.0
F05,C02,2.66,15.0
F05,C03,2.98,16.0
F05,C04,3.43,18.0
F05,C05,4.52,21.0
F05,C06,4.1,22.0
F05,C07,3.2,14.0
F05,C08,3.71,15.0
F05,C09,3.91,17.0
F05,C10,4.12,19.0
F05,C11,5.48,22.0
F05,C12,6.85,24.0
F05,C13,7.5,26.0
F05,C14,8.18,28.0
F05,C15,8.7,29.0
F05,D01,2.0,13.0
F05,D02,1.7,11.0
F05,D03,1.24,4.0
F05,D04,1.28,11.0
F05,D05,1.46,13.0
F05,D06,1.81,15.0
F05,D07,2.31,17.0
F05,D08,2.94,18.0
F05,D09,4.91,22.0
F05,D10,5.78,24.0
F05,D11,6.94,26.0
F05,D12,8.74,29.0
F05,D13,10.18,32.0
F05,E01,2.58,9.0
F05,E02,3.04,10.0
F05,E03,3.44,12.0
F05,E04,4.28,14.0
F05,E05,4.98,17.0
F05,E06,6.22,20.0
F05,E07,7.49,23.0
F05,E08,8.58,26.0
F05,E09,10.3,29.0
F05,E10,12.75,32.0
F05,F01,2.04,7.0
F05,F02,1.71,6.0
F05,F03,1.24,4.0
F05,F04,0.63,2.0
F05,F06,1.12,2.0
F05,F07,2.4,5.0
F05,F08,3.24,7.0
F05,F09,3.98,10.0
F05,F10,5.37,12.0
F05,F11,7.04,15.0
F05,G01,5.24,21.0
F05,G02,6.67,24.0
F05,G03,7.62,27.0
F05,G04,9.13,30.0
F05,G05,10.47,33.0
F05,J02,10.85,36.0
F05,J03,14.15,42.0
F05,K01,5.43,24.0
F05,K02,5.88,26.0
F05,K03,6.31,27.0
F05,K04,6.86,29.0
F05,K05,9.29,33.0
F05,K06,11.25,36.0
F05,K07,13.41,40.0
F05,K08,15.87,43.0
F05,N01,13.3,41.0
F05,N02,13.88,43.0
F05,N03,14.58,45.0
F05,N04,15.2,47.0
F05,N06,20.84,55.0
F05,N07,21.97,57.0
F05,N08,23.3,60.0
F05,N09,25.01,63.0
F05,N10,26.87,67.0
F05,N11,28.97,73.0
F05,N12,30.88,77.0
F06,A01,3.37,16.0
F06,A02,4.1,18.0
F06,A03,4.6,20.0
F06,A04,5.78,22.0
F06,A05,6.48,25.0
F06,A06,7.1,27.0
F06,A07,8.08,29.0
F06,A08,8.84,31.0
F06,A09,10.52,34.0
F06,A10,11.52,36.0
F06,A11,13.69,39.0
F06,A12,15.07,42.0
F06,A13,16.17,45.0
F06,A14,18.14,48.0
F06,A15,20.8,52.0
F06,B01,3.16,9.0
F06,B02,3.22,16.0
F06,B03,3.49,18.0
F06,B04,5.13,22.0
F06,B05,5.98,24.0
F06,B06,7.27,22.0
F06,B07,9.1,30.0
F06,B08,10.47,33.0
F06,B09,12.09,36.0
F06,B10,13.7,39.0
F06,B11,15.42,43.0
F06,B35,4.11,20.0
F06,C01,3.37,16.0
F06,C02,3.78,17.0
